Date,C4Super,C4Medium,Bulog
2022-05-27,11833.0,10750.0,9358.0
2022-05-28,11861.0,10777.666666666666,9413.666666666666
2022-05-29,11889.0,10805.333333333334,9469.333333333334
2022-05-30,11917.0,10833.0,9525.0
2022-05-31,11917.0,10833.0,9525.0
2022-06-01,11917.0,10833.0,9525.0
2022-06-02,11917.0,10833.0,9525.0
2022-06-03,11917.0,10833.0,9525.0
2022-06-04,11917.0,10833.0,9525.0
2022-06-05,11917.0,10833.0,9525.0
2022-06-06,11917.0,10833.0,9525.0
2022-06-07,12000.0,10833.0,9525.0
2022-06-08,12000.0,10833.0,9525.0
2022-06-09,12000.0,10833.0,9525.0
2022-06-10,12000.0,10833.0,9525.0
2022-06-11,11972.333333333334,10833.0,9525.0
2022-06-12,11944.666666666666,10833.0,9525.0
2022-06-13,11917.0,10833.0,9525.0
2022-06-14,11917.0,10833.0,9525.0
2022-06-15,11917.0,10833.0,9525.0
2022-06-16,11917.0,10833.0,9525.0
2022-06-17,11917.0,10833.0,9525.0
2022-06-18,11944.666666666666,10833.0,9525.0
2022-06-19,11972.333333333334,10833.0,9525.0
2022-06-20,12000.0,10833.0,9525.0
2022-06-21,12000.0,10833.0,9525.0
2022-06-22,12000.0,10833.0,9525.0
2022-06-23,12000.0,10833.0,9525.0
2022-06-24,12000.0,10833.0,9525.0
2022-06-25,12000.0,10833.0,9525.0
2022-06-26,12000.0,10833.0,9525.0
2022-06-27,12000.0,10833.0,9525.0
2022-06-28,12000.0,10833.0,9525.0
2022-06-29,12000.0,10833.0,9525.0
2022-06-30,12000.0,10833.0,9525.0
2022-07-01,12000.0,10833.0,9525.0
2022-07-02,12000.0,10833.0,9525.0
2022-07-03,12000.0,10833.0,9525.0
2022-07-04,12000.0,10833.0,9525.0
2022-07-05,12000.0,10833.0,9525.0
2022-07-06,12000.0,10833.0,9525.0
2022-07-07,12000.0,10833.0,9525.0
2022-07-08,12000.0,10800.0,9525.0
2022-07-09,12000.0,10811.0,9525.0
2022-07-10,12000.0,10822.0,9525.0
2022-07-11,12000.0,10833.0,9525.0
2022-07-12,12000.0,10833.0,9525.0
2022-07-13,12000.0,10833.0,9525.0
2022-07-14,12000.0,10833.0,9525.0
2022-07-15,12000.0,10833.0,9525.0
2022-07-16,12000.0,10833.0,9525.0
2022-07-17,12000.0,10833.0,9525.0
2022-07-18,12000.0,10833.0,9525.0
2022-07-19,12000.0,10833.0,9525.0
2022-07-20,12000.0,10833.0,9525.0
2022-07-21,12000.0,10833.0,9525.0
2022-07-22,12000.0,10833.0,9525.0
2022-07-23,12000.0,10833.0,9525.0
2022-07-24,12000.0,10833.0,9525.0
2022-07-25,12000.0,10833.0,9525.0
2022-07-26,12000.0,10833.0,9525.0
2022-07-27,12000.0,10833.0,9525.0
2022-07-28,12000.0,10833.0,9525.0
2022-07-29,12000.0,10833.0,9525.0
2022-07-30,12000.0,10833.0,9525.0
2022-07-31,12000.0,10833.0,9525.0
2022-08-01,12000.0,10833.0,9525.0
2022-08-02,12000.0,10917.0,9533.0
2022-08-03,12000.0,10917.0,9533.0
2022-08-04,12000.0,10917.0,9533.0
2022-08-05,12000.0,10917.0,9533.0
2022-08-06,12000.0,10889.0,9530.333333333334
2022-08-07,12000.0,10861.0,9527.666666666666
2022-08-08,12000.0,10833.0,9525.0
2022-08-09,12000.0,10917.0,9533.0
2022-08-10,12000.0,10917.0,9533.0
2022-08-11,12000.0,10917.0,9533.0
2022-08-12,12000.0,10917.0,9533.0
2022-08-13,12000.0,10789.0,9530.333333333334
2022-08-14,12000.0,10661.0,9527.666666666666
2022-08-15,12000.0,10533.0,9525.0
2022-08-16,12000.0,10917.0,9525.0
2022-08-17,12000.0,10917.0,9525.0
2022-08-18,12000.0,10917.0,9525.0
2022-08-19,12000.0,10917.0,9525.0
2022-08-20,12000.0,10889.0,9525.0
2022-08-21,12000.0,10861.0,9525.0
2022-08-22,12000.0,10833.0,9525.0
2022-08-23,12000.0,10833.0,9525.0
2022-08-24,12083.0,10917.0,9533.0
2022-08-25,12083.0,10917.0,9533.0
2022-08-26,12083.0,10917.0,9533.0
2022-08-27,12055.333333333334,10917.0,9530.333333333334
2022-08-28,12027.666666666666,10917.0,9527.666666666666
2022-08-29,12000.0,10917.0,9525.0
2022-08-30,12083.0,10917.0,9533.0
2022-08-31,12083.0,11000.0,9533.0
2022-09-01,12083.0,11000.0,9533.0
2022-09-02,12083.0,11000.0,9533.0
2022-09-03,12083.0,11000.0,9530.333333333334
2022-09-04,12083.0,11000.0,9527.666666666666
2022-09-05,12083.0,11000.0,9525.0
2022-09-06,12000.0,10917.0,9617.0
2022-09-07,12000.0,10917.0,9625.0
2022-09-08,12083.0,11000.0,9450.0
2022-09-09,12083.0,11000.0,9450.0
2022-09-10,12083.0,11000.0,9477.666666666666
2022-09-11,12083.0,11000.0,9505.333333333334
2022-09-12,12083.0,11000.0,9533.0
2022-09-13,12083.0,11000.0,9442.0
