0,1,2
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.07942867,0.073777914
0.045454502,0.06882548,0.073777914
0.045454502,0.058222294,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.07942867,0.073777914
0.015090942,0.06342864,0.073777914
0.015090942,0.06342864,0.073777914
0.015090942,0.06342864,0.073777914
0.025212288,0.047555685,0.073777914
0.035333395,0.03168249,0.073777914
0.045454502,0.015809536,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.047619104,0.073777914
0.045454502,0.037015796,0.073777914
0.045454502,0.026412845,0.073777914
0.045454502,0.015809536,0.073777914
0.045454502,0.015809536,0.073777914
0.045454502,0.015809536,0.073777914
0.045454502,0.015809536,0.073777914
0.045454502,0.015809536,0.073777914
0.045454502,0.015809536,0.073777914
0.045454502,0.015809536,0.073777914
0.045454502,0.015809536,0.073777914
0.045454502,0.03180957,0.073777914
0.045454502,0.03180957,0.073777914
0.045454502,0.03180957,0.073777914
0.045454502,0.03180957,0.073777914
0.045454502,0.03180957,0.08622241
0.045454502,0.03180957,0.09866643
0.045454502,0.03180957,0.111110926
0.0,0.0,0.111110926
0.0,0.0,0.111110926
0.03036356,0.03180957,0.111110926
0.03036356,0.03180957,0.111110926
0.035393953,0.03180957,0.09866643
0.04042411,0.03180957,0.08622241
0.045454502,0.03180957,0.073777914
0.03036356,0.0,0.0
0.03036356,0.0,0.036888838
0.060545444,0.03180957,0.036888838
0.060545444,0.03180957,0.036888838
0.07066679,0.06882548,0.061629534
0.0807879,0.1058414,0.08637023
0.090909004,0.14285707,0.111110926
0.090909004,0.14285707,0.111110926
0.090909004,0.14285707,0.111110926
0.090909004,0.14285707,0.111110926
0.090909004,0.14285707,0.111110926
0.08587885,0.11638093,0.111110926
0.080848694,0.089904785,0.111110926
0.0758183,0.06342864,0.111110926
0.0758183,0.06342864,0.111110926
0.060545444,0.06342864,0.111110926
0.060545444,0.06342864,0.111110926
0.060545444,0.06342864,0.111110926
0.060545444,0.06342864,0.111110926
0.060545444,0.06342864,0.111110926
0.060545444,0.06342864,0.111110926
0.060545444,0.06342864,0.111110926
0.060545444,0.06342864,0.111110926
0.060545444,0.06342864,0.111110926
0.060545444,0.06342864,0.111110926
0.060545444,0.06342864,0.111110926
0.060545444,0.06342864,0.111110926
0.060545444,0.06342864,0.111110926
0.0667274,0.06342864,0.111110926
0.0667274,0.06342864,0.111110926
0.0667274,0.06342864,0.111110926
0.0667274,0.06342864,0.111110926
0.0667274,0.06342864,0.111110926
0.0667274,0.06342864,0.111110926
0.0667274,0.06342864,0.111110926
0.0667274,0.06342864,0.111110926
0.0667274,0.06342864,0.111110926
0.0667274,0.06342864,0.111110926
0.0667274,0.06342864,0.111110926
0.06466675,0.068761826,0.111110926
0.062606096,0.07409525,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.060545444,0.07942867,0.111110926
0.1212728,0.111047745,0.111110926
0.18181825,0.14285707,0.111110926
0.18181825,0.14285707,0.111110926
0.18181825,0.14285707,0.111110926
0.16163635,0.13225389,0.111110926
0.14145446,0.121650934,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.1212728,0.111047745,0.111110926
0.10599995,0.09523821,0.14444423
0.10599995,0.09523821,0.14444423
0.10599995,0.09523821,0.14444423
0.10599995,0.09523821,0.14444423
0.10599995,0.09523821,0.14444423
0.10599995,0.09523821,0.14444423
0.10599995,0.09523821,0.14444423
0.10599995,0.09523821,0.14444423
0.10599995,0.09523821,0.14444423
0.10599995,0.09523821,0.14444423
0.10599995,0.09523821,0.14444423
0.10599995,0.09523821,0.14444423
0.10599995,0.09523821,0.14444423
0.10599995,0.09523821,0.14444423
0.10599995,0.09523821,0.14444423
0.10599995,0.09523821,0.14444423
0.10599995,0.09523821,0.14444423
0.0807879,0.07409525,0.15303683
0.055575848,0.052952528,0.16162992
0.03036356,0.03180957,0.17022204
0.03036356,0.03180957,0.17022204
0.03036356,0.03180957,0.17022204
0.03036356,0.03180957,0.17022204
0.03036356,0.03180957,0.17022204
0.03036356,0.03180957,0.17022204
0.03036356,0.03180957,0.17022204
0.03036356,0.03180957,0.17022204
